client_id,שם,גיל,מגדר,עיר,סוג_שירות,תאריך_הצטרפות,סכום_תיק,הכנסה_חודשית,מספר_פניות_שנה_אחרונה,זמן_תגובה_ממוצע_שעות,שביעות_רצון,סטטוס,תאריך_נטישה
C1739,יותם חורב,31,זכר,אשדוד,תכנון פיננסי,22/03/2023,1215131,2753,14,70.4,3,פעיל,
C1740,בועז זילברמן,69,זכר,רמת גן,ביטוח בריאות,02/05/2023,1400878,199,9,20.9,4,לא פעיל,09/07/2023
C1741,דוד פרץ,66,זכר,פתח תקווה,ייעוץ מס,04/08/2021,680503,5210,4,57.6,7,פעיל,
C1742,דני עטר,53,זכר,חיפה,חיסכון ארוך טווח,23/06/2024,1380497,5437,14,71.8,1,פעיל,
C1743,טל גרינברג,66,זכר,חיפה,פנסיה,18/11/2024,1159936,3050,15,91.6,6,פעיל,
C1744,נתן ויס,58,זכר,רעננה,ביטוח חיים,27/05/2021,585413,6612,1,13.9,10,פעיל,
C1745,רועי עטר,25,זכר,פתח תקווה,ייעוץ מס,15/09/2019,359152,3314,8,19.8,3,פעיל,
C1746,סהר גולדשטיין,30,זכר,הוד השרון,חיסכון ארוך טווח,21/08/2019,634755,3833,12,35.3,7,פעיל,
C1747,חיים אברהם,36,זכר,ראשון לציון,ביטוח חיים,22/09/2023,1099723,4812,5,82.9,9,פעיל,
C1748,יצחק פינטו,64,זכר,כפר סבא,ביטוח חיים,16/11/2023,1411864,1598,6,62.2,8,פעיל,
C1749,רועי כספי,65,זכר,באר שבע,תכנון פיננסי,01/03/2023,857182,2332,6,58.5,5,פעיל,
C1750,איתי מימון,36,זכר,רמת גן,ייעוץ השקעות,25/12/2019,837312,6432,11,14,9,לא פעיל,18/11/2020
C1751,טל ברק,55,זכר,באר שבע,ביטוח בריאות,02/07/2020,984699,2218,9,86.9,2,פעיל,
C1752,דוד וינר,67,זכר,חיפה,ביטוח בריאות,07/11/2022,921392,4737,1,26.8,1,פעיל,
C1753,נתן תמיר,51,זכר,אשדוד,ייעוץ מס,27/02/2025,1437722,5335,10,93.4,4,לא פעיל,11/11/2026
C1754,רועי דהן,70,זכר,כפר סבא,ביטוח חיים,31/03/2024,1040074,6017,7,7.6,10,לא פעיל,16/05/2025
C1755,דוד גבאי,54,זכר,חיפה,פנסיה,01/08/2024,1340977,2004,4,69,4,לא פעיל,18/05/2026
C1756,יריב גבאי,56,זכר,באר שבע,ייעוץ השקעות,20/08/2022,1020663,989,15,81.2,2,פעיל,
C1757,תומר נגר,60,זכר,ירושלים,תכנון פיננסי,15/09/2024,1111344,2927,0,65.6,10,פעיל,
C1758,דני צור,32,זכר,באר שבע,ייעוץ מס,25/04/2023,892667,860,11,51.7,9,פעיל,
C1759,רונית אלון,31,נקבה,באר שבע,ייעוץ מס,07/11/2022,1055450,4898,8,54.4,5,פעיל,
C1760,איתי חורב,31,זכר,חיפה,ייעוץ מס,05/11/2023,1036436,1155,9,14.7,8,פעיל,
C1761,יותם נגר,46,זכר,הרצליה,ביטוח רכב,12/08/2019,1103530,5424,5,89.4,6,פעיל,
C1762,יניב עוז,56,זכר,פתח תקווה,פנסיה,24/05/2025,1357630,5040,5,30.4,1,לא פעיל,25/11/2026
C1763,צחי בכר,57,זכר,רעננה,פנסיה,13/12/2023,707309,3711,0,65.2,1,לא פעיל,06/12/2024
C1764,יותם גולדשטיין,66,זכר,רמת גן,חיסכון ארוך טווח,20/12/2021,827644,3772,12,13.5,8,לא פעיל,31/10/2023
C1765,דוד רוזן,26,זכר,תל אביב,פנסיה,01/04/2020,709749,1007,11,47.9,8,פעיל,
C1766,עידו צור,60,זכר,רעננה,ביטוח בריאות,08/09/2021,581965,5267,5,81.3,7,פעיל,
C1767,אריאל הררי,63,זכר,רמת גן,חיסכון ארוך טווח,10/03/2022,934735,3667,0,47.7,7,פעיל,
C1768,רועי דיין,69,זכר,מודיעין,ביטוח בריאות,13/07/2025,857665,6019,14,31.6,4,פעיל,
C1769,עומר שגיא,33,זכר,ירושלים,ביטוח רכב,01/09/2020,575179,4494,10,95.5,9,פעיל,
C1770,ליאור ברזילי,37,זכר,מודיעין,חיסכון ארוך טווח,24/07/2023,1054525,4837,15,90.6,8,פעיל,
C1771,יריב אזולאי,28,זכר,נתניה,ייעוץ השקעות,18/09/2024,1354363,4079,7,91.5,2,לא פעיל,27/01/2026
C1772,רון צדיק,67,זכר,הוד השרון,תכנון פיננסי,30/04/2020,910200,4456,10,12.2,4,פעיל,
C1773,תומר אדלר,26,זכר,ראשון לציון,פנסיה,24/04/2024,999477,6416,8,59.5,6,לא פעיל,08/03/2025
C1774,נדב לרנר,26,זכר,ירושלים,ייעוץ השקעות,13/11/2023,1342860,2294,0,85.5,2,לא פעיל,17/06/2024
C1775,אייל כץ,50,זכר,אשדוד,פנסיה,02/11/2023,897673,4749,1,91,10,לא פעיל,26/04/2025
C1776,דור גרינברג,48,זכר,נתניה,ביטוח חיים,06/03/2020,234604,999,7,25.8,2,לא פעיל,05/09/2020
C1777,תומר דהן,50,זכר,גבעתיים,פנסיה,24/12/2023,860736,1386,11,6.8,3,פעיל,
C1778,רון וינר,67,זכר,פתח תקווה,פנסיה,11/11/2025,1197917,1581,12,79.4,2,פעיל,
C1779,רון שגיא,51,זכר,אשדוד,ביטוח רכב,29/07/2022,910669,1151,7,52.9,10,פעיל,
C1780,שירה רביב,59,נקבה,כפר סבא,תכנון פיננסי,07/08/2021,621984,465,15,29.5,9,לא פעיל,28/05/2023
C1781,ליאור נגר,32,זכר,חיפה,ביטוח בריאות,06/07/2021,681448,4910,15,92.8,1,לא פעיל,26/10/2021
C1782,סהר יפרח,26,זכר,נתניה,פנסיה,24/05/2021,239171,3930,10,10.1,3,לא פעיל,22/12/2022
C1783,אייל שפירא,37,זכר,אשדוד,תכנון פיננסי,05/10/2024,1378081,6778,1,30,4,פעיל,
C1784,דור דרור,51,זכר,חיפה,ייעוץ מס,16/08/2024,1190499,5829,14,56.5,3,פעיל,
C1785,טל הלוי,69,זכר,נתניה,ביטוח רכב,03/05/2021,677702,6023,14,28.2,10,פעיל,
C1786,יוסי נחמני,66,זכר,הרצליה,ביטוח רכב,08/01/2023,783518,3636,7,91.4,9,פעיל,
C1787,קובי בכר,72,זכר,גבעתיים,ייעוץ השקעות,21/03/2024,1245946,1390,8,25.2,4,פעיל,
C1788,יוסי כץ,70,זכר,אשדוד,ביטוח חיים,27/04/2020,650655,2578,10,28.5,4,פעיל,
C1789,גיא מור,60,זכר,באר שבע,ייעוץ מס,11/09/2025,1421370,3050,0,39.9,9,פעיל,
C1790,דוד רביב,44,זכר,רמת גן,פנסיה,27/02/2019,372582,2525,14,80.9,3,פעיל,
C1791,דוד נגר,67,זכר,רמת גן,ביטוח חיים,27/08/2021,912349,1482,8,8.8,4,פעיל,
C1792,עמית עטר,47,זכר,רעננה,ביטוח חיים,09/08/2021,994324,5123,11,8.3,3,לא פעיל,11/01/2023
C1793,אייל אדלר,37,זכר,רעננה,ביטוח בריאות,18/11/2020,662317,2890,6,92.1,3,פעיל,
C1794,שרה ברק,53,נקבה,הרצליה,פנסיה,26/01/2021,513933,2815,15,62.2,2,פעיל,
C1795,קובי שמש,61,זכר,חיפה,ביטוח חיים,10/09/2021,848814,3763,5,61.2,3,פעיל,
C1796,אריאל סופר,27,זכר,גבעתיים,חיסכון ארוך טווח,10/11/2022,1474701,3673,11,77,8,לא פעיל,24/07/2024
C1797,אבי סלומון,33,זכר,באר שבע,ביטוח חיים,15/12/2024,1106322,5853,3,22.7,9,לא פעיל,08/04/2025
C1798,רון דוידוביץ,44,זכר,פתח תקווה,חיסכון ארוך טווח,09/09/2020,553980,6955,1,45.1,6,פעיל,
C1799,שלמה כהן,54,זכר,באר שבע,חיסכון ארוך טווח,06/01/2020,362920,4197,2,79.8,5,פעיל,
C1800,ליאור זמיר,49,זכר,פתח תקווה,ביטוח בריאות,06/04/2019,586036,1015,3,95,10,פעיל,
C1801,איתי דוידוביץ,41,זכר,מודיעין,פנסיה,18/12/2019,800486,5664,5,39.5,3,פעיל,
C1802,סהר זמיר,43,זכר,נתניה,ביטוח חיים,19/03/2025,1161576,3616,2,70.9,1,לא פעיל,23/01/2026
C1803,ניר דוידוביץ,27,זכר,פתח תקווה,ייעוץ השקעות,16/09/2025,1625113,6393,8,21.3,7,פעיל,
C1804,דור הלוי,41,זכר,ראשון לציון,ביטוח חיים,24/05/2019,424413,4741,3,39.6,1,פעיל,
C1805,לירן הרשקוביץ,70,זכר,הרצליה,ביטוח רכב,25/10/2025,1523265,5418,0,3.1,2,לא פעיל,07/07/2026
C1806,קובי דהן,66,זכר,מודיעין,ביטוח חיים,11/06/2022,1391388,5203,13,7.3,1,פעיל,
C1807,קובי נחמני,49,זכר,נתניה,ביטוח רכב,20/02/2022,821849,4603,9,10,4,לא פעיל,09/07/2023
C1808,קובי מימון,30,זכר,באר שבע,חיסכון ארוך טווח,31/08/2023,1268318,5834,4,91.3,1,פעיל,
C1809,משה רפפורט,39,זכר,באר שבע,פנסיה,23/01/2022,1001524,4264,6,20.5,7,פעיל,
C1810,אבי כהן,65,זכר,רמת גן,ייעוץ מס,12/11/2023,1101624,4928,2,93.3,9,פעיל,
C1811,חיים עוז,67,זכר,הרצליה,ביטוח חיים,06/01/2022,553327,3483,0,7.7,5,פעיל,
C1812,שלמה סגל,32,זכר,מודיעין,ביטוח רכב,20/08/2025,1284735,199,12,42.8,1,פעיל,
C1813,מאור יפרח,54,זכר,ראשון לציון,פנסיה,23/09/2020,452057,1081,7,13.4,8,לא פעיל,30/03/2022
C1814,אמיר רוט,59,זכר,כפר סבא,חיסכון ארוך טווח,10/12/2020,761930,2200,8,74.4,7,פעיל,
C1815,חיים דהן,72,זכר,ירושלים,תכנון פיננסי,27/12/2023,1129742,4880,3,32.7,9,לא פעיל,18/02/2025
C1816,ליאור אלון,54,זכר,תל אביב,חיסכון ארוך טווח,02/03/2019,533313,492,12,36.9,8,פעיל,
C1817,קובי אלון,37,זכר,מודיעין,תכנון פיננסי,06/02/2019,275987,3551,8,89.7,7,פעיל,
C1818,דני גולדשטיין,40,זכר,חיפה,ביטוח בריאות,12/06/2025,1380242,6143,10,84.1,10,לא פעיל,07/03/2026
C1819,טל עוז,48,זכר,הוד השרון,ביטוח חיים,09/11/2022,874094,6488,1,43.2,4,פעיל,
C1820,צחי דיין,39,זכר,רמת גן,ביטוח חיים,11/08/2023,829632,4611,0,31.8,10,לא פעיל,29/06/2025
C1821,אלון בן דוד,54,זכר,תל אביב,ביטוח חיים,28/04/2024,3806,4492,10,24.2,6,פעיל,
C1822,עמית קדוש,46,זכר,אשדוד,ייעוץ השקעות,07/08/2025,1331759,1364,6,93.3,5,פעיל,
C1823,משה פינטו,42,זכר,הרצליה,ייעוץ מס,15/03/2024,1101804,3271,7,50.3,7,פעיל,
C1824,שלמה שמש,47,זכר,גבעתיים,ביטוח חיים,27/08/2020,900836,3007,8,35,1,פעיל,
C1825,מורן כהן,42,נקבה,נתניה,חיסכון ארוך טווח,26/04/2024,1936962,3373,12,16.3,10,פעיל,
C1826,קובי לוי,36,זכר,מודיעין,ייעוץ השקעות,04/04/2019,3572615,912,6,3.3,7,לא פעיל,13/05/2020
C1827,מאור לביא,31,זכר,גבעתיים,ביטוח חיים,05/05/2020,696411,2081,5,8.9,10,לא פעיל,07/03/2021
C1828,חיים רוזן,58,זכר,באר שבע,פנסיה,27/12/2021,872234,5313,14,2.8,8,לא פעיל,28/09/2022
C1829,יעל ביטון,70,נקבה,מודיעין,ביטוח חיים,25/05/2023,1214330,707,4,74.2,10,פעיל,
C1830,איתי גולדשטיין,70,זכר,תל אביב,פנסיה,11/10/2025,1493240,4551,11,85.4,10,לא פעיל,07/09/2027
C1831,עידו סופר,38,זכר,ירושלים,חיסכון ארוך טווח,12/01/2024,896188,3258,12,91.4,5,לא פעיל,26/09/2024
C1832,אמיר יפרח,35,זכר,נתניה,ייעוץ מס,04/06/2023,1329233,3305,5,90.6,5,פעיל,
C1833,אבי צור,37,זכר,מודיעין,ביטוח בריאות,11/09/2022,1065956,6100,8,74.1,5,פעיל,
C1834,אמיר מור,72,זכר,מודיעין,ביטוח בריאות,13/11/2024,1540585,5489,6,76.5,8,פעיל,
C1835,יעל מזרחי,37,נקבה,ראשון לציון,פנסיה,14/08/2024,1360295,5573,11,77,8,לא פעיל,29/03/2026
C1836,דני בכר,63,זכר,הרצליה,חיסכון ארוך טווח,10/08/2022,1066544,5274,5,18.6,9,פעיל,
C1837,קובי עטר,26,זכר,חיפה,ייעוץ מס,21/04/2024,1423461,5578,12,7.5,2,פעיל,
C1838,עמית תורג׳מן,27,זכר,נתניה,ביטוח רכב,10/12/2023,1627430,2278,5,23.8,1,פעיל,
C1839,טל ביטון,25,זכר,הרצליה,פנסיה,13/12/2019,52845,1898,13,60.3,8,פעיל,
C1840,איתי קליין,27,זכר,גבעתיים,ייעוץ השקעות,28/08/2020,676461,4445,5,70.6,2,פעיל,
C1841,דני כספי,63,זכר,הוד השרון,חיסכון ארוך טווח,22/12/2021,1352353,3691,12,43.9,3,פעיל,
C1842,טל שגיא,27,זכר,הרצליה,ביטוח רכב,30/05/2021,477545,1456,13,85.8,1,לא פעיל,03/10/2022
C1843,דני רביב,45,זכר,אשדוד,חיסכון ארוך טווח,11/08/2025,1348224,1047,0,32.6,4,פעיל,
C1844,בועז גרינברג,32,זכר,חיפה,ביטוח חיים,27/05/2022,932638,2021,0,44.6,1,פעיל,
C1845,סהר חזן,47,זכר,אשדוד,ייעוץ השקעות,12/05/2021,741898,3555,14,32.2,7,לא פעיל,22/03/2022
C1846,שלמה בן דוד,47,זכר,הוד השרון,ייעוץ מס,01/09/2025,1672250,1138,7,65.7,6,פעיל,
C1847,טל טויטו,55,זכר,ראשון לציון,ייעוץ מס,07/06/2021,1062306,2489,12,14,9,פעיל,
C1848,רחל דהן,34,נקבה,הרצליה,ביטוח רכב,07/05/2021,736817,3610,14,79.8,8,פעיל,
C1849,נועה רוזן,53,נקבה,הוד השרון,ביטוח רכב,18/10/2020,814860,2089,7,56.5,10,לא פעיל,19/03/2022
C1850,חיים טובים,43,זכר,נתניה,ייעוץ מס,23/09/2023,1452402,2955,14,89.5,1,פעיל,
C1851,איתי אברהם,70,זכר,ראשון לציון,פנסיה,05/02/2023,1213300,565,11,68,1,פעיל,
C1852,עידו שטרן,71,זכר,כפר סבא,חיסכון ארוך טווח,01/01/2021,963074,2526,15,65.4,5,פעיל,
C1853,נתן חורב,48,זכר,תל אביב,ביטוח חיים,06/04/2021,484259,6528,4,17.1,6,פעיל,
C1854,אריאל בנימין,53,זכר,מודיעין,פנסיה,20/03/2022,1307965,5059,1,17.8,2,פעיל,
C1855,אלון קדוש,35,זכר,רעננה,תכנון פיננסי,04/10/2021,594223,2625,1,76,9,פעיל,
C1856,אריאל מור,60,זכר,מודיעין,חיסכון ארוך טווח,18/09/2021,478436,6397,10,72,6,פעיל,
C1857,עומר מימון,61,זכר,באר שבע,ביטוח בריאות,26/03/2022,937794,1433,0,5,9,פעיל,
C1858,דני רוזן,56,זכר,מודיעין,פנסיה,23/04/2023,1165518,6070,2,44.2,6,פעיל,
C1859,אמיר בוחבוט,72,זכר,רעננה,ביטוח רכב,18/02/2023,1262506,2132,6,45.1,1,לא פעיל,28/08/2023
C1860,קובי לביא,63,זכר,ירושלים,חיסכון ארוך טווח,22/01/2023,963136,4592,8,75.7,7,פעיל,
C1861,לירן תמיר,36,זכר,רמת גן,ביטוח רכב,18/05/2025,1638089,1944,11,36.6,4,פעיל,
C1862,אבי זמיר,51,זכר,אשדוד,פנסיה,20/10/2021,953984,5652,2,39.6,6,פעיל,
C1863,יצחק כהן,50,זכר,גבעתיים,ביטוח בריאות,03/10/2020,914221,629,15,74.4,6,לא פעיל,26/07/2021
C1864,רון זילברמן,36,זכר,הוד השרון,תכנון פיננסי,16/12/2019,830908,3898,11,14.9,4,לא פעיל,13/11/2021
C1865,עמית פרץ,71,זכר,כפר סבא,ביטוח בריאות,16/09/2023,1056231,5470,14,16.2,2,לא פעיל,04/09/2024
C1866,חיים סופר,67,זכר,באר שבע,פנסיה,06/05/2022,1085331,5965,4,46,8,פעיל,
C1867,אבי קדוש,44,זכר,אשדוד,ייעוץ מס,15/05/2024,894076,841,5,95.4,2,פעיל,
C1868,אבי אדלר,58,זכר,חיפה,ביטוח חיים,21/09/2025,1788543,1456,10,77.7,7,פעיל,
C1869,גדי עוז,29,זכר,כפר סבא,ייעוץ מס,01/06/2023,1444028,2952,11,79.2,4,לא פעיל,30/04/2024
C1870,שני פרידמן,44,נקבה,פתח תקווה,ייעוץ השקעות,21/06/2023,1460044,5359,12,31.1,2,פעיל,
C1871,אמיר אוחנה,48,זכר,פתח תקווה,ייעוץ השקעות,31/08/2024,841726,1428,15,32.3,3,פעיל,
C1872,יריב לביא,65,זכר,באר שבע,ביטוח רכב,03/02/2022,809239,1459,10,82.7,10,לא פעיל,08/03/2023
C1873,חיים כהן,39,זכר,רמת גן,ייעוץ מס,02/12/2025,1863791,3789,2,68.3,3,פעיל,
C1874,יעל עוז,64,נקבה,נתניה,תכנון פיננסי,22/08/2022,976572,4811,14,48.5,5,לא פעיל,05/12/2023
C1875,רון רביב,64,זכר,כפר סבא,ביטוח חיים,07/04/2020,800997,6024,6,50.4,1,פעיל,
C1876,דני סגל,47,זכר,חיפה,ביטוח חיים,22/11/2020,468571,2415,10,8.6,5,פעיל,
C1877,אלון רוזן,68,זכר,רמת גן,ייעוץ מס,02/03/2019,904264,2029,1,5.1,7,פעיל,
C1878,דוד עוז,27,זכר,רעננה,ביטוח חיים,08/07/2019,520477,2150,1,17.5,6,לא פעיל,01/03/2020
C1879,טל בכר,52,זכר,אשדוד,חיסכון ארוך טווח,07/05/2021,1018012,6532,13,34.1,6,פעיל,
C1880,צחי פרידמן,41,זכר,הוד השרון,תכנון פיננסי,28/08/2020,643472,3209,2,79.9,10,לא פעיל,06/11/2021
C1881,עמית כהן,53,זכר,גבעתיים,פנסיה,01/03/2021,1081721,167,1,78.3,4,פעיל,
C1882,משה נחמני,33,זכר,נתניה,ייעוץ מס,24/04/2023,917707,514,8,17.1,3,לא פעיל,02/06/2024
C1883,סהר שמש,35,זכר,תל אביב,ביטוח חיים,27/11/2020,482149,3723,1,62.7,5,פעיל,
C1884,סהר כספי,66,זכר,תל אביב,ביטוח בריאות,22/04/2025,1079658,3574,3,33.3,4,פעיל,
C1885,אלון גבאי,64,זכר,רעננה,ייעוץ מס,31/10/2019,758726,342,0,16.1,4,לא פעיל,23/06/2020
C1886,אלון זמיר,31,זכר,רמת גן,ביטוח רכב,02/09/2022,788322,5208,0,66.3,4,לא פעיל,30/11/2022
C1887,יעל שפירא,26,נקבה,כפר סבא,ביטוח רכב,21/07/2021,918374,2364,7,87.8,2,לא פעיל,04/06/2022
C1888,הדר בן דוד,36,נקבה,הוד השרון,ביטוח חיים,24/06/2021,1012530,2554,10,48.6,4,פעיל,
C1889,מאור מזרחי,59,זכר,רמת גן,ייעוץ מס,21/02/2022,883623,3166,4,81.4,7,פעיל,
C1890,גיא זמיר,64,זכר,פתח תקווה,ייעוץ השקעות,25/06/2019,480541,4665,12,46.4,6,לא פעיל,17/02/2021
C1891,נדב גרינברג,67,זכר,אשדוד,ביטוח חיים,02/04/2025,1036870,3363,4,80.1,3,לא פעיל,25/04/2026
C1892,נדב פינטו,31,זכר,פתח תקווה,ביטוח בריאות,07/04/2020,589520,3452,0,89.2,10,לא פעיל,11/11/2020
C1893,דור אזולאי,53,זכר,ירושלים,ייעוץ מס,16/07/2021,498667,6744,5,43.7,9,פעיל,
C1894,גדי סלומון,67,זכר,ירושלים,ייעוץ השקעות,01/09/2023,1481687,3522,9,86,6,פעיל,
C1895,אייל אוחנה,71,זכר,רעננה,ביטוח רכב,09/12/2022,1555314,3623,13,42.5,9,פעיל,
C1896,יותם יפרח,33,זכר,כפר סבא,פנסיה,26/04/2021,672903,574,4,13,3,פעיל,
C1897,משה ינאי,56,זכר,רעננה,ביטוח בריאות,10/10/2022,874982,4329,15,14.6,3,פעיל,
C1898,בועז הררי,69,זכר,הוד השרון,ביטוח בריאות,01/01/2024,1066735,4908,13,67.7,1,פעיל,
C1899,תומר מלכה,68,זכר,פתח תקווה,ביטוח בריאות,23/03/2021,1035279,5243,14,82.4,3,פעיל,
C1900,שלמה קדוש,53,זכר,חיפה,ייעוץ מס,14/01/2022,726990,2018,5,38.1,9,לא פעיל,07/01/2023
C1901,רועי רוזן,52,זכר,ירושלים,ביטוח רכב,13/03/2025,1396494,444,13,26.8,4,פעיל,
C1902,ניר מלכה,56,זכר,רעננה,ייעוץ מס,12/08/2023,4168602,4375,3,49.6,1,פעיל,
C1903,חיים זמיר,33,זכר,רעננה,ייעוץ השקעות,05/05/2025,1344395,6007,1,42.4,8,לא פעיל,03/05/2026
C1904,איתי רביב,55,זכר,באר שבע,חיסכון ארוך טווח,05/06/2019,50000,6640,1,59.3,7,לא פעיל,13/11/2019
C1905,עידו שגיא,31,זכר,נתניה,פנסיה,18/09/2024,1258665,4048,11,7.2,1,פעיל,
C1906,דנה ברק,43,נקבה,מודיעין,ייעוץ השקעות,26/02/2019,414751,2678,0,69.5,4,פעיל,
